#v1,v2,v3,v4,v5,v6,v7,v8,v9,z
0.7994677530801412,0.31692024128793606,0.8755561304880227,0.7849018625658287,0.39979465680926185,0.815476452646911,0.43193998649218546,0.1,0.7638176140331997,0.697295965112788
0.5329873112312397,0.8580255419198093,0.47425911760331074,0.17383757712011794,0.4860057385489309,0.69797408407958,0.4472874094435285,0.1,0.2744688289131202,0.38052959286201415
0.24111212476829408,0.48758834439812626,0.29075129000079103,0.20898857448508534,0.4986825320784697,0.6506991189855349,0.5057732575982448,0.9,0.1418200072975832,0.2901290675028042
0.13453730982289078,0.7040773084716185,0.8401436971839341,0.7410059838813019,0.6355885640311317,0.5475990481284982,0.6126725718830496,0.1,0.7600726226374124,0.7518132054325891
0.16730887158333319,0.14685430153500578,0.35213197515103645,0.1047308014912259,0.4145297731333263,0.5139400605364993,0.46660300698163903,0.1,0.1673723862810716,0.2285117789475752
0.14572989078723744,0.7944066022510774,0.2888544433064456,0.14740515170792193,0.6024548983539066,0.3267168248248717,0.5692983432161826,0.9,0.14385828748643983,0.3287448204574983
0.24550221742022166,0.5852679793415938,0.8615696733873183,0.7265295589383381,0.22981518228376444,0.5629772672377221,0.23142451365197586,0.9,0.7808093157043745,0.8256938338946812
0.3537067638037368,0.16884254431866655,0.45495203170795895,0.14443170643589825,0.5507498275941375,0.2083574733720862,0.5952752380408026,0.1,0.23421475865698316,0.25390200214744774
0.1298366600357741,0.4448889668267506,0.4432451491703766,0.15028954404109357,0.6311937499192717,0.4745692813859834,0.6402638901207258,0.1,0.2340215679869075,0.2967032130742061
0.3084910427976171,0.8028112735391646,0.17835372161397983,0.11464133209883036,0.40001507407631953,0.39145652003828,0.36997430862919145,0.1,0.10757626100703677,0.29306164774956645
0.4465000847742947,0.6376738795116232,0.2689652938613978,0.22443630973435225,0.6495778970940752,0.6027171474980948,0.6339991648189645,0.9,0.1339402055784366,0.34056966285267964
0.8580496077753437,0.2722117689977277,0.705434560022863,0.7151411891829051,0.8750439130635481,0.6528914587876858,0.9,0.1,0.5002826534134309,0.5370047473428672
0.6374118625245024,0.4878500040498521,0.6469484892288297,0.8255924493208939,0.5873381995626689,0.6528583638711843,0.5908283191778609,0.9,0.44357307205479113,0.5359248583246473
0.6619935918068418,0.5588043420495324,0.2125189369372073,0.1935679506360757,0.4204709818762702,0.45593382166873697,0.4202266379182048,0.9,0.11480000975871282,0.24365956384914786
0.8723966500610185,0.4432946297683009,0.44795381946545776,0.19616124512175692,0.4272372027142215,0.5912778799221038,0.44236732537117396,0.9,0.23767203846541676,0.3477907101495762
0.4806846436845077,0.8900772065049911,0.8988656117849617,0.7001397806216336,0.5092660889485079,0.3932868358165197,0.4658664935446526,0.1,0.9,0.8817077734621998
0.2378910198206112,0.795974407176914,0.4316002214413608,0.11750202481005999,0.32018184553823814,0.4374164571351712,0.29329340547416377,0.9,0.23518827295675895,0.39323979817343646
0.6790187456202302,0.36101066295595663,0.22139395225976471,0.1574928519092337,0.39447817558296494,0.4003354688472136,0.42111814824674265,0.1,0.1164604315181937,0.23082392587573147
0.4576412839634937,0.7509123972210016,0.4224231048970126,0.21492074497925037,0.4826259982010961,0.32292760637364026,0.45615547353366137,0.1,0.2265856829536769,0.3602230521220504
0.6866746462562733,0.5456408346408651,0.18320623549445436,0.16841286614658219,0.48580100248173164,0.7006903121515038,0.48569125805005053,0.1,0.10807529305225365,0.20788148048134603
0.13454729759214656,0.5503768683343521,0.2094172604565224,0.22137250184685975,0.46635864859466714,0.7657191308143048,0.4658905744294466,0.9,0.11396969296266732,0.3020224406797759
0.7869553083380192,0.5545321844773183,0.4800166514102454,0.23193986130052888,0.41263362645734014,0.35652429721833856,0.4139762639393433,0.1,0.2684073902749919,0.33401185987962745
0.7790731388675161,0.7000520478004187,0.706009173244919,0.7937638754688543,0.6159299623687515,0.3725072462405682,0.5931087722319117,0.1,0.5421492410931249,0.6240687655621364
0.13694043090870897,0.3319085511422666,0.5568923309436378,0.6502388897223556,0.3140142633687587,0.5240868639817681,0.3450621606666219,0.1,0.3312502181748098,0.4033630656463493
0.426998701468393,0.6141252992168261,0.13419430913678132,0.1464190044496867,0.45224843938029125,0.5784357556077415,0.44415613869213655,0.1,0.10139041093184305,0.22360026434728483
0.6405679486473311,0.46342622754533214,0.20017484049786616,0.13448240491652094,0.6464678653561545,0.6817100048008456,0.6529477206130849,0.1,0.11148293699428242,0.24361762385927893
0.46505881564969576,0.4449091040350931,0.7143761384885613,0.7769663955586359,0.4652651181439138,0.47373882675459944,0.4777651770637501,0.9,0.5292449454952306,0.5978251691201876
0.28436916743873536,0.8784122163382871,0.3723331755947815,0.1444549912957733,0.564458884874946,0.5541147124649427,0.5219267810752924,0.9,0.1927966829560609,0.37658162985062504
0.2336200907646324,0.578798208844941,0.8460482671164873,0.689269129475845,0.5895565647148565,0.4287521025665467,0.5838570286090631,0.1,0.7524033939287861,0.6786315662116972
0.4436042518168034,0.8120352634852865,0.32888480241116735,0.23262511042276865,0.12532264173718347,0.3239696522044866,0.10107814438489172,0.9,0.1646492928257821,0.366416779869735
0.7246889574868153,0.34410927028711713,0.32602911639703436,0.14076179878634568,0.38331313015072244,0.36400208971713865,0.41116575822584456,0.1,0.1567886170439756,0.215428004490254
0.8745792809514482,0.7807999041801836,0.5904605292397144,0.7877916465389713,0.25869497965158594,0.5928172990455652,0.23584566013120215,0.1,0.39472204815185663,0.4927615373508638
0.7866136830043992,0.36434952975296575,0.4101755489852885,0.14532700638888751,0.5541078932746261,0.4431285732404311,0.5747612101363152,0.1,0.20742129196181014,0.2323212540715603
0.5865548966587871,0.1826267355536344,0.5111098595079115,0.7512241328913652,0.6130130909230542,0.5705782542379668,0.6541350892526137,0.9,0.2806365056273631,0.4116154626159414
0.16967432028888643,0.8625319506103757,0.25128875166666087,0.20917747431871736,0.6183343066644726,0.40615520612763334,0.5764240209356182,0.1,0.12856271611739184,0.27883111002889616
0.8254267635128735,0.7012816620784351,0.6749313652121847,0.7183897623614431,0.3193820240689016,0.42863384855165665,0.30334519453235154,0.1,0.49807750208595003,0.516011184730692
0.8529762380118829,0.5480922476229932,0.8445225162077814,0.645285685017355,0.4644092199052341,0.412068453192484,0.4654745215355065,0.1,0.745285424729474,0.7108999031774534
0.46201528818772,0.26729631325812714,0.7325925441174279,0.7216604193513999,0.37025685137876685,0.6085918182486509,0.4070106816472905,0.1,0.5364771487813335,0.5850737818853513
0.794357408024019,0.5946924169484227,0.6837729264907678,0.7610974147159403,0.40676710937966976,0.8582993740345266,0.4029003187346757,0.1,0.5009093474537086,0.5923170507668537
0.265584750745412,0.3158989662793003,0.802890405489334,0.8387264672082759,0.38285392283679687,0.8009374111003931,0.414753376856143,0.9,0.6451374416354757,0.6217186324725474
0.7351723935317177,0.6291678098560912,0.70936136689246,0.7644840307991704,0.6226762360288693,0.3201640805313126,0.6095528601667006,0.1,0.5401673472592299,0.6593913649352261
0.50046169452642,0.8301408348009387,0.17935114032935914,0.22075340754119982,0.6482048774169572,0.6004256222774118,0.6083388930509409,0.9,0.10781521958731347,0.3212883011804214
0.5175920795914399,0.2700980664438237,0.6551147782287856,0.7320056107298923,0.43805247886268783,0.3655085845570071,0.47368928141524325,0.9,0.43635141213353645,0.5557157102163388
0.19700128032190617,0.11890764208657413,0.5992475844366989,0.8694828424167705,0.4425154688601939,0.4275282771215242,0.4970415075374083,0.1,0.3622100341194211,0.4222326674514031
0.5868678672764971,0.8145166221609818,0.8970964939110473,0.6910447776630392,0.4296163746523318,0.6666294875015141,0.3969677905495288,0.1,0.8839023948401398,0.8332412761943858
0.3025191627726498,0.7886661132402629,0.1632443739249293,0.23051842712481038,0.509655278390279,0.449712858068288,0.4775113618286174,0.9,0.10492473010436898,0.2800995905893173
0.6464009092658769,0.5562781628783212,0.4827255037837629,0.14342336940708064,0.7520785156423886,0.23251568600485692,0.7435766830584701,0.1,0.2708830216795636,0.332846593431326
0.2433103546666595,0.4345264722652378,0.21756059261922098,0.1236832962237885,0.48003025069177496,0.5166940142168612,0.49432571950334014,0.9,0.1157044907604176,0.22504352012331094
0.28670910894038015,0.18393835533112624,0.6163000670518483,0.7988025758740787,0.6002814906402931,0.3964463893301403,0.6418390559847935,0.9,0.3849593421115969,0.4789906681403565
0.36749549677571547,0.8404364427765528,0.8736650758251663,0.8156957529232101,0.401840362034794,0.33543571160584174,0.3672335647884589,0.1,0.8425578223735047,0.8680503354513858
0.508165281235405,0.38059037236547566,0.6389480634580915,0.7079258791040898,0.3224022219781113,0.4197915322187221,0.3486815046049676,0.1,0.4254463504775312,0.4558379060822766
