Real	Predict

0.39541030501896635	0.6886233863280359
0.29147006646724705	0.6886233863280359
0.23204086491556888	0.6886233863280359
0.6297344711351703	0.6886233863280359
0.42354530173409155	0.6886233863280359
0.15450994502533916	0.6886233863280359
0.2241371162201206	0.6886233863280359
0.5001253085723595	0.6886233863280359
0.2549472719428736	0.6886233863280359
0.8761398157247937	0.6886233863280359
0.2505822373308558	0.6886233863280359
0.19798127889928951	0.6886233863280359
0.650395348545794	0.6886233863280359
0.42252564797957826	0.6886233863280359
0.21735040394113364	0.6886233863280359
0.6774505433916734	0.6886233863280359
0.14598609790895795	0.6886233863280359
0.8501887684136472	0.6886233863280359
0.6066891506047929	0.6886233863280359
0.5825898059686264	0.6886233863280359
0.23784945428116738	0.6886233863280359
0.7077995635681437	0.6886233863280359
0.6267342258883931	0.6886233863280359
0.5336192158905592	0.6886233863280359
0.41831241575236155	0.6886233863280359
0.12499727006324503	0.6886233863280359
0.8170328362163255	0.6886233863280359
0.2702291893788454	0.6886233863280359
0.6473865107111978	0.6886233863280359
0.48251766403339647	0.6886233863280359
0.16382001392715279	0.6886233863280359
0.12519203538714083	0.6886233863280359
0.29918048193676927	0.6886233863280359
0.6803949368176277	0.6886233863280359
0.4710050284539966	0.6886233863280359
0.3075066995333151	0.6886233863280359
0.3501903795238632	0.6886233863280359
0.561741323723956	0.6886233863280359
0.6272555095494082	0.6886233863280359
0.9	0.6886233863280359
0.45408908723445773	0.6886233863280359
0.38973203656862165	0.6886233863280359
0.13723025092146554	0.6886233863280359
0.5059296016440485	0.6886233863280359
0.6776839753607544	0.6886233863280359
0.14996446606912378	0.6886233863280359
0.43032485352322947	0.6886233863280359
0.7438798398198421	0.6886233863280359
0.4941420032544426	0.6886233863280359
0.16340470551590436	0.6886233863280359
0.24574604248676649	0.6886233863280359
0.32368654239636535	0.6886233863280359
0.3696883933829913	0.6886233863280359
0.19342720735525515	0.6886233863280359
0.44201220505494776	0.6886233863280359
0.40975276618673484	0.6886233863280359
0.7335229073020885	0.6886233863280359
0.35166544043278003	0.6886233863280359
0.15258663745186807	0.6886233863280359
0.26708716643305563	0.6886233863280359
0.5149446583640787	0.6886233863280359
0.4880713399603668	0.6886233863280359
0.7620016075299711	0.6886233863280359
0.23093242108692652	0.6886233863280359
0.22806249675540302	0.6886233863280359
0.4604375775346792	0.6886233863280359
0.38896586415476686	0.6886233863280359
0.15821478247326898	0.6886233863280359
0.517606928489978	0.6886233863280359
0.23111429752909393	0.6886233863280359
0.4476360537824393	0.6886233863280359
0.27052849785453825	0.6886233863280359
0.3027564305674151	0.6886233863280359
0.44669659751423607	0.6886233863280359
0.13770857164338612	0.6886233863280359
0.5477282450892466	0.6886233863280359
0.33268298184278783	0.6886233863280359
0.3858224091110073	0.6886233863280359
0.3962151440780063	0.6886233863280359
0.3081998349507089	0.6886233863280359
0.11457875733278913	0.6886233863280359
0.5981266368432264	0.6886233863280359
0.5784453144439611	0.6886233863280359
0.3783583144922944	0.6886233863280359
0.6666768703647017	0.6886233863280359
0.6167095400996383	0.6886233863280359
0.19487935469665477	0.6886233863280359
0.7839814471708009	0.6886233863280359
0.5484858249152824	0.6886233863280359
0.49746733474036964	0.6886233863280359
0.2744825203492171	0.6886233863280359
